,pert_iname,mean,n,median,sd,sRGES
1480,BRD-K10013730,-0.036871291,1,-0.036871291,NA,-0.036871291
1593,BRD-K11742792,-0.036871291,1,-0.036871291,NA,-0.036871291
1620,BRD-K12117859,-0.036871291,1,-0.036871291,NA,-0.036871291
1664,BRD-K12654187,-0.036871291,1,-0.036871291,NA,-0.036871291
1690,BRD-K12980773,-0.036871291,1,-0.036871291,NA,-0.036871291
1749,BRD-K13807179,-0.036871291,1,-0.036871291,NA,-0.036871291
1888,BRD-K15419834,-0.036871291,1,-0.036871291,NA,-0.036871291
1905,BRD-K15634164,-0.036871291,1,-0.036871291,NA,-0.036871291
1931,BRD-K15987804,-0.036871291,1,-0.036871291,NA,-0.036871291
2008,BRD-K16897811,-0.036871291,1,-0.036871291,NA,-0.036871291
2021,BRD-K17070436,-0.036871291,1,-0.036871291,NA,-0.036871291
2066,BRD-K17706493,-0.036871291,1,-0.036871291,NA,-0.036871291
2108,BRD-K18241892,-0.036871291,1,-0.036871291,NA,-0.036871291
2172,BRD-K18929270,-0.036871291,1,-0.036871291,NA,-0.036871291
2211,BRD-K19399946,-0.036871291,1,-0.036871291,NA,-0.036871291
2267,BRD-K19873942,-0.036871291,1,-0.036871291,NA,-0.036871291
2270,BRD-K19882533,-0.036871291,1,-0.036871291,NA,-0.036871291
2293,BRD-K20075074,-0.036871291,1,-0.036871291,NA,-0.036871291
2351,BRD-K20761826,-0.036871291,1,-0.036871291,NA,-0.036871291
2395,BRD-K21299908,-0.036871291,1,-0.036871291,NA,-0.036871291
2469,BRD-K22389219,-0.036871291,1,-0.036871291,NA,-0.036871291
2524,BRD-K23021002,-0.036871291,1,-0.036871291,NA,-0.036871291
2695,BRD-K24925721,-0.036871291,1,-0.036871291,NA,-0.036871291
2750,BRD-K25565604,-0.036871291,1,-0.036871291,NA,-0.036871291
2830,BRD-K26755359,-0.036871291,1,-0.036871291,NA,-0.036871291
2893,BRD-K27559321,-0.036871291,1,-0.036871291,NA,-0.036871291
2908,BRD-K27711805,-0.036871291,1,-0.036871291,NA,-0.036871291
2945,BRD-K28080909,-0.036871291,1,-0.036871291,NA,-0.036871291
2988,BRD-K28623651,-0.036871291,1,-0.036871291,NA,-0.036871291
3066,BRD-K29582182,-0.036871291,1,-0.036871291,NA,-0.036871291
3165,BRD-K30760376,-0.036871291,1,-0.036871291,NA,-0.036871291
3530,BRD-K35202752,-0.036871291,1,-0.036871291,NA,-0.036871291
3549,BRD-K35468072,-0.036871291,1,-0.036871291,NA,-0.036871291
3630,BRD-K36446940,-0.036871291,1,-0.036871291,NA,-0.036871291
3672,BRD-K36938987,-0.036871291,1,-0.036871291,NA,-0.036871291
3881,BRD-K39301663,-0.036871291,1,-0.036871291,NA,-0.036871291
3965,BRD-K40332746,-0.036871291,1,-0.036871291,NA,-0.036871291
4077,BRD-K41660807,-0.036871291,1,-0.036871291,NA,-0.036871291
4217,BRD-K43433419,-0.036871291,1,-0.036871291,NA,-0.036871291
4227,BRD-K43524201,-0.036871291,1,-0.036871291,NA,-0.036871291
4251,BRD-K43774268,-0.036871291,1,-0.036871291,NA,-0.036871291
4453,BRD-K45956042,-0.036871291,1,-0.036871291,NA,-0.036871291
4494,BRD-K46476822,-0.036871291,1,-0.036871291,NA,-0.036871291
4536,BRD-K46943684,-0.036871291,1,-0.036871291,NA,-0.036871291
4546,BRD-K47037681,-0.036871291,1,-0.036871291,NA,-0.036871291
4566,BRD-K47228813,-0.036871291,1,-0.036871291,NA,-0.036871291
4624,BRD-K47950966,-0.036871291,1,-0.036871291,NA,-0.036871291
4681,BRD-K48624606,-0.036871291,1,-0.036871291,NA,-0.036871291
4807,BRD-K50257410,-0.036871291,1,-0.036871291,NA,-0.036871291
5002,BRD-K52468146,-0.036871291,1,-0.036871291,NA,-0.036871291
5036,BRD-K52955163,-0.036871291,1,-0.036871291,NA,-0.036871291
5048,BRD-K53134312,-0.036871291,1,-0.036871291,NA,-0.036871291
5140,BRD-K54211867,-0.036871291,1,-0.036871291,NA,-0.036871291
5193,BRD-K54916924,-0.036871291,1,-0.036871291,NA,-0.036871291
5220,BRD-K55191691,-0.036871291,1,-0.036871291,NA,-0.036871291
5267,BRD-K55743249,-0.036871291,1,-0.036871291,NA,-0.036871291
5270,BRD-K55767450,-0.036871291,1,-0.036871291,NA,-0.036871291
5304,BRD-K56215828,-0.036871291,1,-0.036871291,NA,-0.036871291
5317,BRD-K56370195,-0.036871291,1,-0.036871291,NA,-0.036871291
5346,BRD-K56704970,-0.036871291,1,-0.036871291,NA,-0.036871291
5419,BRD-K57589644,-0.036871291,1,-0.036871291,NA,-0.036871291
5531,BRD-K59194364,-0.036871291,1,-0.036871291,NA,-0.036871291
5744,BRD-K61788733,-0.036871291,1,-0.036871291,NA,-0.036871291
5793,BRD-K62409349,-0.036871291,1,-0.036871291,NA,-0.036871291
6114,BRD-K66123981,-0.036871291,1,-0.036871291,NA,-0.036871291
6173,BRD-K66808842,-0.036871291,1,-0.036871291,NA,-0.036871291
6211,BRD-K67301423,-0.036871291,1,-0.036871291,NA,-0.036871291
6219,BRD-K67454499,-0.036871291,1,-0.036871291,NA,-0.036871291
6272,BRD-K68078697,-0.036871291,1,-0.036871291,NA,-0.036871291
6449,BRD-K70165913,-0.036871291,1,-0.036871291,NA,-0.036871291
6517,BRD-K70923866,-0.036871291,1,-0.036871291,NA,-0.036871291
6573,BRD-K71479066,-0.036871291,1,-0.036871291,NA,-0.036871291
6630,BRD-K72061918,-0.036871291,1,-0.036871291,NA,-0.036871291
6674,BRD-K72567746,-0.036871291,1,-0.036871291,NA,-0.036871291
6738,BRD-K73329392,-0.036871291,1,-0.036871291,NA,-0.036871291
6743,BRD-K73397518,-0.036871291,1,-0.036871291,NA,-0.036871291
6757,BRD-K73533033,-0.036871291,1,-0.036871291,NA,-0.036871291
6897,BRD-K75048204,-0.036871291,1,-0.036871291,NA,-0.036871291
6920,BRD-K75313893,-0.036871291,1,-0.036871291,NA,-0.036871291
6939,BRD-K75512942,-0.036871291,1,-0.036871291,NA,-0.036871291
7056,BRD-K76811126,-0.036871291,1,-0.036871291,NA,-0.036871291
7091,BRD-K77264557,-0.036871291,1,-0.036871291,NA,-0.036871291
7161,BRD-K78130859,-0.036871291,1,-0.036871291,NA,-0.036871291
7211,BRD-K78714545,-0.036871291,1,-0.036871291,NA,-0.036871291
7240,BRD-K79001525,-0.036871291,1,-0.036871291,NA,-0.036871291
7287,BRD-K79579182,-0.036871291,1,-0.036871291,NA,-0.036871291
7342,BRD-K80236176,-0.036871291,1,-0.036871291,NA,-0.036871291
7422,BRD-K81227048,-0.036871291,1,-0.036871291,NA,-0.036871291
7539,BRD-K82637111,-0.036871291,1,-0.036871291,NA,-0.036871291
7568,BRD-K83003953,-0.036871291,1,-0.036871291,NA,-0.036871291
7599,BRD-K83507699,-0.036871291,1,-0.036871291,NA,-0.036871291
7634,BRD-K83871946,-0.036871291,1,-0.036871291,NA,-0.036871291
7685,BRD-K84447616,-0.036871291,1,-0.036871291,NA,-0.036871291
7736,BRD-K85118298,-0.036871291,1,-0.036871291,NA,-0.036871291
7757,BRD-K85297392,-0.036871291,1,-0.036871291,NA,-0.036871291
7767,BRD-K85444001,-0.036871291,1,-0.036871291,NA,-0.036871291
7786,BRD-K85685363,-0.036871291,1,-0.036871291,NA,-0.036871291
7836,BRD-K86409742,-0.036871291,1,-0.036871291,NA,-0.036871291
7849,BRD-K86571219,-0.036871291,1,-0.036871291,NA,-0.036871291
7856,BRD-K86621086,-0.036871291,1,-0.036871291,NA,-0.036871291
7859,BRD-K86638751,-0.036871291,1,-0.036871291,NA,-0.036871291
7866,BRD-K86694468,-0.036871291,1,-0.036871291,NA,-0.036871291
7871,BRD-K86764949,-0.036871291,1,-0.036871291,NA,-0.036871291
7945,BRD-K87508191,-0.036871291,1,-0.036871291,NA,-0.036871291
7947,BRD-K87520488,-0.036871291,1,-0.036871291,NA,-0.036871291
7992,BRD-K88099061,-0.036871291,1,-0.036871291,NA,-0.036871291
8030,BRD-K88590679,-0.036871291,1,-0.036871291,NA,-0.036871291
8173,BRD-K90194420,-0.036871291,1,-0.036871291,NA,-0.036871291
8227,BRD-K91053205,-0.036871291,1,-0.036871291,NA,-0.036871291
8263,BRD-K91617567,-0.036871291,1,-0.036871291,NA,-0.036871291
8292,BRD-K91859707,-0.036871291,1,-0.036871291,NA,-0.036871291
8325,BRD-K92300676,-0.036871291,1,-0.036871291,NA,-0.036871291
8335,BRD-K92434623,-0.036871291,1,-0.036871291,NA,-0.036871291
8431,BRD-K93410934,-0.036871291,1,-0.036871291,NA,-0.036871291
8461,BRD-K93841862,-0.036871291,1,-0.036871291,NA,-0.036871291
8467,BRD-K93944867,-0.036871291,1,-0.036871291,NA,-0.036871291
8472,BRD-K94034047,-0.036871291,1,-0.036871291,NA,-0.036871291
8516,BRD-K94585132,-0.036871291,1,-0.036871291,NA,-0.036871291
8606,BRD-K95608631,-0.036871291,1,-0.036871291,NA,-0.036871291
8666,BRD-K96329791,-0.036871291,1,-0.036871291,NA,-0.036871291
8701,BRD-K96692572,-0.036871291,1,-0.036871291,NA,-0.036871291
8740,BRD-K97194822,-0.036871291,1,-0.036871291,NA,-0.036871291
8743,BRD-K97233756,-0.036871291,1,-0.036871291,NA,-0.036871291
8986,BRD-M39727370,-0.036871291,1,-0.036871291,NA,-0.036871291
2214,BRD-K19410523,-0.036866877,3,-0.035027316,0.006742864,-0.036866877
11898,VU-0415113-1,-0.036860425,5,-0.035155968,0.005502488,-0.036860425
2453,BRD-K22210218,-0.036853728,8,-0.035698206,0.004246905,-0.036853728
1898,BRD-K15524596,-0.036853591,4,-0.038200882,0.0036266,-0.036853591
6368,BRD-K69304050,-0.036850723,3,-0.038342445,0.003560775,-0.036850723
8653,BRD-K96157570,-0.036847197,3,-0.036871291,0.000395226,-0.036847197
7332,BRD-K80171496,-0.036846266,3,-0.036871291,0.004765541,-0.036846266
4741,BRD-K49477330,-0.036845724,7,-0.03679482,0.0035975,-0.036845724
452,BRD-A25829966,-0.0368435,4,-0.034576403,0.007095179,-0.0368435
1058,BRD-K04831789,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
1650,BRD-K12484704,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
1926,BRD-K15935695,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
2001,BRD-K16778485,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
2348,BRD-K20721504,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
2406,BRD-K21463062,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
2516,BRD-K22937431,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
2685,BRD-K24820558,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
2840,BRD-K26840329,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
2981,BRD-K28513938,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
3083,BRD-K29776425,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
3224,BRD-K31449336,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
3518,BRD-K35060817,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
3611,BRD-K36206486,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
3711,BRD-K37299375,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
3752,BRD-K37655007,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
4032,BRD-K41173255,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
4087,BRD-K41763142,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
4201,BRD-K43216840,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
4215,BRD-K43420611,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
4288,BRD-K44205194,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
4601,BRD-K47686295,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
4742,BRD-K49480198,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
4795,BRD-K50157880,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
4850,BRD-K50791850,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
4903,BRD-K51400578,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
4921,BRD-K51620275,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
4993,BRD-K52369815,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
5719,BRD-K61484514,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
5785,BRD-K62320150,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
5829,BRD-K62814224,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
5919,BRD-K63811860,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
6178,BRD-K66857873,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
6320,BRD-K68664718,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
6332,BRD-K68796015,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
6605,BRD-K71752918,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
6773,BRD-K73716473,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
6777,BRD-K73804157,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
6830,BRD-K74329753,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
7030,BRD-K76454674,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
7082,BRD-K77070775,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
7098,BRD-K77328005,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
7687,BRD-K84468307,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
8310,BRD-K92061784,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
8426,BRD-K93376546,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
8445,BRD-K93577185,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
8930,BRD-K99567611,-0.036833754,2,-0.036833754,0.006739423,-0.036833754
10577,NNC-55-0396,-0.036831937,8,-0.036645755,0.005403589,-0.036831937
11555,SU-1498,-0.03682774,3,-0.039043367,0.008829703,-0.03682774
10948,QW-BI-011,-0.036825423,4,-0.036414076,0.008752844,-0.036825423
10663,oxetane,-0.036812411,28,-0.036192598,0.009277497,-0.036812411
1345,BRD-K08293924,-0.036808779,4,-0.037057598,0.00091388,-0.036808779
11466,sitagliptin,-0.036807867,4,-0.032162559,0.00998299,-0.036807867
10415,mitoxantrone,-0.036804978,68,-0.037236865,0.013798441,-0.036804978
10615,NU-7441,-0.036804035,26,-0.036126045,0.00644841,-0.036804035
1227,BRD-K07004447,-0.036801377,2,-0.036801377,0.006693636,-0.036801377
4437,BRD-K45785972,-0.036801377,2,-0.036801377,0.006693636,-0.036801377
8475,BRD-K94067270,-0.036801377,2,-0.036801377,0.006693636,-0.036801377
9864,HG-6-64-01,-0.036795532,37,-0.037096123,0.014365582,-0.036795532
6577,BRD-K71523760,-0.03679482,1,-0.03679482,NA,-0.03679482
9251,cloperastine,-0.03679482,1,-0.03679482,NA,-0.03679482
10044,K784-3391,-0.03679482,1,-0.03679482,NA,-0.03679482
10578,NNC-63-0532,-0.03679482,1,-0.03679482,NA,-0.03679482
10792,pimethixene,-0.03679482,1,-0.03679482,NA,-0.03679482
5404,BRD-K57420195,-0.036793321,4,-0.037017811,0.004364013,-0.036793321
11687,tigecycline,-0.036792578,21,-0.037606017,0.008446553,-0.036792578
10148,KUC107191N,-0.036792383,5,-0.035436982,0.004060081,-0.036792383
7494,BRD-K82024442,-0.036784679,5,-0.038968996,0.007247014,-0.036784679
11222,SA-1922261,-0.036757273,2,-0.036757273,0.007486776,-0.036757273
9400,dicycloverine,-0.036751546,4,-0.035564573,0.00585922,-0.036751546
9103,carmofur,-0.036751127,4,-0.035198934,0.004894613,-0.036751127
10423,ML-9,-0.036741146,4,-0.036565732,0.005703821,-0.036741146
5864,BRD-K63239300,-0.036735981,4,-0.032164138,0.012709267,-0.036735981
3830,BRD-K38643780,-0.036733603,2,-0.036733603,0.000194721,-0.036733603
3841,BRD-K38797319,-0.036733603,2,-0.036733603,0.000194721,-0.036733603
4306,BRD-K44401329,-0.036733603,2,-0.036733603,0.000194721,-0.036733603
1193,BRD-K06574200,-0.036732719,7,-0.036871291,0.007992927,-0.036732719
2891,BRD-K27539181,-0.036719727,1,-0.036719727,NA,-0.036719727
10416,mizolastine,-0.036719727,1,-0.036719727,NA,-0.036719727
11569,sulfamonomethoxine,-0.036719727,1,-0.036719727,NA,-0.036719727
7874,BRD-K86786416,-0.036717385,4,-0.034656083,0.007779381,-0.036717385
11046,roscovitine,-0.036716582,29,-0.035090433,0.006303089,-0.036716582
10932,QL-X-138,-0.036715511,38,-0.037162974,0.005601383,-0.036715511
11030,RO-16-6941,-0.03671008,2,-0.03671008,0.002197847,-0.03671008
10626,ochratoxin-a,-0.03669754,8,-0.033351269,0.009217418,-0.03669754
3826,BRD-K38622866,-0.036696409,6,-0.034656083,0.006305969,-0.036696409
1519,BRD-K10649245,-0.036690271,5,-0.035155968,0.008629946,-0.036690271
11073,ruxolitinib,-0.036690097,26,-0.034599943,0.006652472,-0.036690097
11337,SA-84902,-0.036687921,3,-0.037229825,0.005203482,-0.036687921
10201,lestaurtinib,-0.036682881,17,-0.035155968,0.006512897,-0.036682881
4467,BRD-K46171503,-0.036678823,4,-0.032049823,0.012741358,-0.036678823
3821,BRD-K38594532,-0.036674726,5,-0.032864953,0.008537657,-0.036674726
10862,procaterol,-0.03666812,10,-0.037012323,0.006485347,-0.03666812
490,BRD-A40431293,-0.036667017,7,-0.035603699,0.00476761,-0.036667017
5841,BRD-K62919978,-0.036666337,3,-0.037229825,0.005172969,-0.036666337
11230,SA-1925621,-0.036665622,5,-0.037229825,0.005173607,-0.036665622
155,anagrelide,-0.036663425,3,-0.032864953,0.00664703,-0.036663425
11615,tebuthiuron,-0.036663425,3,-0.032864953,0.00664703,-0.036663425
5962,BRD-K64314806,-0.036662653,4,-0.032049823,0.012757487,-0.036662653
4548,BRD-K47071092,-0.036659368,3,-0.035513904,0.004478396,-0.036659368
2359,BRD-K20827972,-0.036659321,5,-0.036871291,0.00343436,-0.036659321
5888,BRD-K63425657,-0.036657516,6,-0.033411173,0.007283203,-0.036657516
8492,BRD-K94296811,-0.036656188,3,-0.034091525,0.006774542,-0.036656188
6564,BRD-K71382703,-0.036647149,6,-0.033494385,0.00740593,-0.036647149
3753,BRD-K37669227,-0.036640658,8,-0.037236865,0.004653978,-0.036640658
5881,BRD-K63383460,-0.036629667,5,-0.037243904,0.004058357,-0.036629667
3268,BRD-K31841256,-0.036614838,7,-0.032786701,0.008351945,-0.036614838
6569,BRD-K71424888,-0.0366097,6,-0.036919909,0.004130582,-0.0366097
2322,BRD-K20310932,-0.036606329,4,-0.036378904,0.003963297,-0.036606329
3955,BRD-K40225343,-0.036606329,4,-0.036378904,0.003963297,-0.036606329
9902,hyperoside,-0.03660445,3,-0.032786701,0.011819269,-0.03660445
10024,JNJ-26854165,-0.03660396,9,-0.035525447,0.008056482,-0.03660396
7068,BRD-K76915833,-0.036602051,5,-0.032068262,0.008076987,-0.036602051
38,"7,8-dihydro-L-biopterin",-0.036600864,5,-0.032864953,0.00709493,-0.036600864
7684,BRD-K84447176,-0.036595914,2,-0.036595914,0.006403067,-0.036595914
836,BRD-K01987080,-0.036595914,1,-0.036595914,NA,-0.036595914
868,BRD-K02283603,-0.036595914,1,-0.036595914,NA,-0.036595914
918,BRD-K02985669,-0.036595914,1,-0.036595914,NA,-0.036595914
1001,BRD-K04013642,-0.036595914,1,-0.036595914,NA,-0.036595914
1224,BRD-K06956443,-0.036595914,1,-0.036595914,NA,-0.036595914
1401,BRD-K08963966,-0.036595914,1,-0.036595914,NA,-0.036595914
1463,BRD-K09879686,-0.036595914,1,-0.036595914,NA,-0.036595914
1502,BRD-K10325955,-0.036595914,1,-0.036595914,NA,-0.036595914
1937,BRD-K16050964,-0.036595914,1,-0.036595914,NA,-0.036595914
2058,BRD-K17655522,-0.036595914,1,-0.036595914,NA,-0.036595914
2122,BRD-K18350116,-0.036595914,1,-0.036595914,NA,-0.036595914
2230,BRD-K19554975,-0.036595914,1,-0.036595914,NA,-0.036595914
2263,BRD-K19845538,-0.036595914,1,-0.036595914,NA,-0.036595914
2397,BRD-K21363211,-0.036595914,1,-0.036595914,NA,-0.036595914
2531,BRD-K23091084,-0.036595914,1,-0.036595914,NA,-0.036595914
2937,BRD-K28021369,-0.036595914,1,-0.036595914,NA,-0.036595914
2942,BRD-K28055782,-0.036595914,1,-0.036595914,NA,-0.036595914
2965,BRD-K28336972,-0.036595914,1,-0.036595914,NA,-0.036595914
3071,BRD-K29642180,-0.036595914,1,-0.036595914,NA,-0.036595914
3127,BRD-K30361687,-0.036595914,1,-0.036595914,NA,-0.036595914
3545,BRD-K35440877,-0.036595914,1,-0.036595914,NA,-0.036595914
3557,BRD-K35589880,-0.036595914,1,-0.036595914,NA,-0.036595914
3628,BRD-K36418235,-0.036595914,1,-0.036595914,NA,-0.036595914
3673,BRD-K36940835,-0.036595914,1,-0.036595914,NA,-0.036595914
3687,BRD-K37090607,-0.036595914,1,-0.036595914,NA,-0.036595914
3724,BRD-K37407046,-0.036595914,1,-0.036595914,NA,-0.036595914
3786,BRD-K38037265,-0.036595914,1,-0.036595914,NA,-0.036595914
3913,BRD-K39738296,-0.036595914,1,-0.036595914,NA,-0.036595914
3974,BRD-K40439253,-0.036595914,1,-0.036595914,NA,-0.036595914
4045,BRD-K41340267,-0.036595914,1,-0.036595914,NA,-0.036595914
4083,BRD-K41726296,-0.036595914,1,-0.036595914,NA,-0.036595914
4085,BRD-K41761879,-0.036595914,1,-0.036595914,NA,-0.036595914
4115,BRD-K42182933,-0.036595914,1,-0.036595914,NA,-0.036595914
4210,BRD-K43326597,-0.036595914,1,-0.036595914,NA,-0.036595914
4257,BRD-K43786699,-0.036595914,1,-0.036595914,NA,-0.036595914
4349,BRD-K44801029,-0.036595914,1,-0.036595914,NA,-0.036595914
4537,BRD-K46959535,-0.036595914,1,-0.036595914,NA,-0.036595914
4970,BRD-K52076988,-0.036595914,1,-0.036595914,NA,-0.036595914
4991,BRD-K52353085,-0.036595914,1,-0.036595914,NA,-0.036595914
5019,BRD-K52719892,-0.036595914,1,-0.036595914,NA,-0.036595914
5051,BRD-K53174909,-0.036595914,1,-0.036595914,NA,-0.036595914
5102,BRD-K53756103,-0.036595914,1,-0.036595914,NA,-0.036595914
5290,BRD-K56004278,-0.036595914,1,-0.036595914,NA,-0.036595914
5312,BRD-K56322026,-0.036595914,1,-0.036595914,NA,-0.036595914
5380,BRD-K57133453,-0.036595914,1,-0.036595914,NA,-0.036595914
5533,BRD-K59207957,-0.036595914,1,-0.036595914,NA,-0.036595914
5587,BRD-K59904884,-0.036595914,1,-0.036595914,NA,-0.036595914
5663,BRD-K60840479,-0.036595914,1,-0.036595914,NA,-0.036595914
5700,BRD-K61202234,-0.036595914,1,-0.036595914,NA,-0.036595914
5930,BRD-K63926219,-0.036595914,1,-0.036595914,NA,-0.036595914
5955,BRD-K64217340,-0.036595914,1,-0.036595914,NA,-0.036595914
5977,BRD-K64549867,-0.036595914,1,-0.036595914,NA,-0.036595914
6033,BRD-K65160163,-0.036595914,1,-0.036595914,NA,-0.036595914
6319,BRD-K68657207,-0.036595914,1,-0.036595914,NA,-0.036595914
6505,BRD-K70860307,-0.036595914,1,-0.036595914,NA,-0.036595914
6582,BRD-K71571889,-0.036595914,1,-0.036595914,NA,-0.036595914
6647,BRD-K72318460,-0.036595914,1,-0.036595914,NA,-0.036595914
6711,BRD-K73061717,-0.036595914,1,-0.036595914,NA,-0.036595914
6790,BRD-K73942053,-0.036595914,1,-0.036595914,NA,-0.036595914
7076,BRD-K76973159,-0.036595914,1,-0.036595914,NA,-0.036595914
7190,BRD-K78513625,-0.036595914,1,-0.036595914,NA,-0.036595914
7367,BRD-K80649837,-0.036595914,1,-0.036595914,NA,-0.036595914
7498,BRD-K82062446,-0.036595914,1,-0.036595914,NA,-0.036595914
7597,BRD-K83481956,-0.036595914,1,-0.036595914,NA,-0.036595914
7630,BRD-K83831887,-0.036595914,1,-0.036595914,NA,-0.036595914
7663,BRD-K84195984,-0.036595914,1,-0.036595914,NA,-0.036595914
7853,BRD-K86617991,-0.036595914,1,-0.036595914,NA,-0.036595914
7921,BRD-K87300242,-0.036595914,1,-0.036595914,NA,-0.036595914
7940,BRD-K87445129,-0.036595914,1,-0.036595914,NA,-0.036595914
7948,BRD-K87524836,-0.036595914,1,-0.036595914,NA,-0.036595914
8031,BRD-K88602713,-0.036595914,1,-0.036595914,NA,-0.036595914
8305,BRD-K92028820,-0.036595914,1,-0.036595914,NA,-0.036595914
8307,BRD-K92036763,-0.036595914,1,-0.036595914,NA,-0.036595914
8375,BRD-K92889073,-0.036595914,1,-0.036595914,NA,-0.036595914
8485,BRD-K94222931,-0.036595914,1,-0.036595914,NA,-0.036595914
8524,BRD-K94672699,-0.036595914,1,-0.036595914,NA,-0.036595914
8541,BRD-K94940283,-0.036595914,1,-0.036595914,NA,-0.036595914
8675,BRD-K96406750,-0.036595914,1,-0.036595914,NA,-0.036595914
8708,BRD-K96708215,-0.036595914,1,-0.036595914,NA,-0.036595914
8745,BRD-K97255584,-0.036595914,1,-0.036595914,NA,-0.036595914
8763,BRD-K97554220,-0.036595914,1,-0.036595914,NA,-0.036595914
8916,BRD-K99470298,-0.036595914,1,-0.036595914,NA,-0.036595914
8951,BRD-K99775849,-0.036595914,1,-0.036595914,NA,-0.036595914
8973,BRD-M09121311,-0.036595914,1,-0.036595914,NA,-0.036595914
8992,BRD-M51239075,-0.036595914,1,-0.036595914,NA,-0.036595914
456,BRD-A27640568,-0.036581508,4,-0.035091642,0.005604942,-0.036581508
7577,BRD-K83194053,-0.03658053,12,-0.035198934,0.006159659,-0.03658053
8148,BRD-K89843224,-0.036579978,3,-0.034166619,0.006877242,-0.036579978
761,BRD-K01140360,-0.036563917,2,-0.036563917,0.003156283,-0.036563917
2854,BRD-K27014041,-0.036563917,2,-0.036563917,0.003156283,-0.036563917
4787,BRD-K50058777,-0.036563917,2,-0.036563917,0.003156283,-0.036563917
8523,BRD-K94669078,-0.036563917,2,-0.036563917,0.003156283,-0.036563917
10653,OSI-027,-0.036554525,41,-0.037229825,0.015997603,-0.036554525
6309,BRD-K68504618,-0.036543033,3,-0.036871291,0.000910516,-0.036543033
1219,BRD-K06898795,-0.036542327,6,-0.036154362,0.004566315,-0.036542327
694,BRD-K00409771,-0.03653834,3,-0.036871291,0.000905118,-0.03653834
2334,BRD-K20490522,-0.03653834,3,-0.036871291,0.000905118,-0.03653834
899,BRD-K02665621,-0.036537822,4,-0.03624189,0.003990747,-0.036537822
1613,BRD-K11977286,-0.036537822,4,-0.03624189,0.003990747,-0.036537822
2927,BRD-K27865298,-0.036537822,4,-0.03624189,0.003990747,-0.036537822
436,BRD-A17718497,-0.036535625,7,-0.031538417,0.007410809,-0.036535625
910,BRD-K02882069,-0.036534055,3,-0.038859741,0.004600804,-0.036534055
9820,GW-441756,-0.036531778,10,-0.035091642,0.007125909,-0.036531778
11082,SA-101841,-0.036524571,4,-0.035698222,0.005962855,-0.036524571
5151,BRD-K54343811,-0.036523835,10,-0.037050558,0.004220372,-0.036523835
1814,BRD-K14475668,-0.036514422,5,-0.037243904,0.004021162,-0.036514422
2989,BRD-K28636199,-0.036513513,5,-0.037229825,0.002575292,-0.036513513
2514,BRD-K22912836,-0.036511179,6,-0.034189429,0.007045409,-0.036511179
10117,KU-C104226,-0.036510783,6,-0.032825827,0.007982861,-0.036510783
2089,BRD-K17969842,-0.03650259,3,-0.035155968,0.007257038,-0.03650259
